ms,env,rms,mdf,run,stim,hc,b,rr,st,mwa,mwc,mwl,mwn,mk,req,req_dur,req_end
15500,32.56,,,true,true,,,,,,,,,,,,
15600,32.83,,,true,true,,,,,,,,,,,,
15700,28.97,,,true,true,,,,,,,,,,,,
15800,40.58,,,true,true,,,,,,,,,,,,
15900,42.89,,,true,true,,,,,,,,,,,,
16000,34.46,119.9,182.52,true,true,11,120.0,0.999,normal,,,,,,,,
16100,28.64,,,true,true,,,,,,,,,,,,
16200,32.48,,,true,true,,,,,,,,,,,,
16300,31.24,,,true,true,,,,,,,,,,,,
16400,40.26,,,true,true,,,,,,,,,,,,
16500,29.58,,,true,true,,,,,,,,,,,,
16600,27.37,,,true,true,,,,,,,,,,,,
16700,42.22,,,true,true,,,,,,,,,,,,
16800,35.45,,,true,true,,,,,,,,,,,,
16900,29.35,,,true,true,,,,,,,,,,,,
17000,200.69,117.16,185.17,true,true,12,120.0,0.976,normal,1058.71,7345.33,8.28,5,,,,
17100,196.18,,,true,true,,,,,,,,,,,,
17200,197.87,,,true,true,,,,,,,,,,,,
17300,194.67,,,true,true,,,,,,,,,,,,
17400,204.35,,,true,true,,,,,,,,,,,,
17500,200.52,,,true,true,,,,,,,,,,,,
17600,204.46,,,true,true,,,,,,,,,,,,
17700,197.27,,,true,true,,,,,,,,,,,,
17800,195.57,,,true,true,,,,,,,,,,,,
17900,204.98,,,true,true,,,,,,,,,,,,
18000,207.76,122.12,186.84,true,true,13,120.0,1.018,normal,,,,,,,,
18100,205.09,,,true,true,,,,,,,,,,,,
18200,203.84,,,true,true,,,,,,,,,,,,
18300,195.63,,,true,true,,,,,,,,,,,,
18400,200.28,,,true,true,,,,,,,,,,,,
18500,32.69,,,true,true,,,,,,,,,,,,
18600,27.46,,,true,true,,,,,,,,,,,,
18700,27.45,,,true,true,,,,,,,,,,,,
18800,31.47,,,true,true,,,,,,,,,,,,
18900,31.15,,,true,true,,,,,,,,,,,,
19000,38.08,121.83,184.79,true,true,14,120.0,1.015,normal,,,,,,,,
19100,41.99,,,true,true,,,,,,,,,,,,
19200,42.81,,,true,true,,,,,,,,,,,,
19300,42.28,,,true,true,,,,,,,,,,,,
19400,32.83,,,true,true,,,,,,,,,,,,
19500,30.53,,,true,true,,,,,,,,,,,,
19600,30.63,,,true,true,,,,,,,,,,,,
19700,30.15,,,true,true,,,,,,,,,,,,
19800,30.27,,,true,true,,,,,,,,,,,,
19900,36.99,,,true,true,,,,,,,,,,,,
20000,206.4,128.36,177.92,true,true,15,120.0,1.07,normal,1039.18,7319.86,8.03,6,,,,
20100,202.57,,,true,true,,,,,,,,,,,,
20200,206.56,,,true,true,,,,,,,,,,,,
20300,204.52,,,true,true,,,,,,,,,,,,
20400,204.0,,,true,true,,,,,,,,,,,,
20500,199.65,,,true,true,,,,,,,,,,,,
20600,194.86,,,true,true,,,,,,,,,,,,
20700,204.63,,,true,true,,,,,,,,,,,,
20800,197.32,,,true,true,,,,,,,,,,,,
20900,204.81,,,true,true,,,,,,,,,,,,
21000,207.55,133.58,170.61,true,true,16,120.0,1.113,normal,,,,,,,,
21100,207.15,,,true,true,,,,,,,,,,,,
21200,203.6,,,true,true,,,,,,,,,,,,
21300,194.72,,,true,true,,,,,,,,,,,,
21400,194.03,,,true,true,,,,,,,,,,,,
21500,29.42,,,true,true,,,,,,,,,,,,
21600,41.48,,,true,true,,,,,,,,,,,,
21700,39.9,,,true,true,,,,,,,,,,,,
21800,29.34,,,true,true,,,,,,,,,,,,
21900,40.22,,,true,true,,,,,,,,,,,,
22000,42.68,141.63,163.4,true,true,17,120.0,1.18,normal,,,,,,,,
22100,35.78,,,true,true,,,,,,,,,,,,
22200,29.1,,,true,true,,,,,,,,,,,,
22300,27.23,,,true,true,,,,,,,,,,,,
22400,42.53,,,true,true,,,,,,,,,,,,
22500,37.39,,,true,true,,,,,,,,,,,,
22600,35.43,,,true,true,,,,,,,,,,,,
22700,41.94,,,true,true,,,,,,,,,,,,
22800,33.94,,,true,true,,,,,,,,,,,,
22900,40.95,,,true,true,,,,,,,,,,,,
23000,205.22,146.84,156.01,true,true,18,120.0,1.224,normal,1017.58,7096.22,8.23,7,,,,
23100,196.15,,,true,true,,,,,,,,,,,,
23200,198.7,,,true,true,,,,,,,,,,,,
23300,194.1,,,true,true,,,,,,,,,,,,
23400,206.56,,,true,true,,,,,,,,,,,,
23500,197.66,,,true,true,,,,,,,,,,,,
23600,199.33,,,true,true,,,,,,,,,,,,
23700,201.33,,,true,true,,,,,,,,,,,,
23800,206.47,,,true,true,,,,,,,,,,,,
23900,198.73,,,true,true,,,,,,,,,,,,
24000,206.68,155.01,150.13,true,true,19,120.0,1.292,normal,,,,,,,,
24100,200.38,,,true,true,,,,,,,,,,,,
24200,192.3,,,true,true,,,,,,,,,,,,
24300,199.04,,,true,true,,,,,,,,,,,,
24400,194.93,,,true,true,,,,,,,,,,,,
24500,27.06,,,true,true,,,,,,,,,,,,
24600,39.79,,,true,true,,,,,,,,,,,,
24700,29.76,,,true,true,,,,,,,,,,,,
24800,34.58,,,true,true,,,,,,,,,,,,
24900,38.6,,,true,true,,,,,,,,,,,,
25000,35.9,161.3,143.07,true,true,20,120.0,1.344,normal,,,,,,,,
25100,35.89,,,true,true,,,,,,,,,,,,
25200,39.55,,,true,true,,,,,,,,,,,,
25300,28.7,,,true,true,,,,,,,,,,,,
25400,35.96,,,true,true,,,,,,,,,,,,
25500,30.98,,,true,true,,,,,,,,,,,,
25600,31.43,,,true,true,,,,,,,,,,,,
25700,39.36,,,true,true,,,,,,,,,,,,
25800,35.12,,,true,true,,,,,,,,,,,,
25900,35.99,,,true,true,,,,,,,,,,,,
26000,204.16,170.65,135.77,true,true,21,120.0,1.422,normal,1036.75,7202.22,8.2,8,,,,
26100,203.08,,,true,true,,,,,,,,,,,,
26200,199.24,,,true,true,,,,,,,,,,,,
26300,200.53,,,true,true,,,,,,,,,,,,
26400,199.65,,,true,true,,,,,,,,,,,,
26500,207.06,,,true,true,,,,,,,,,,,,
26600,203.19,,,true,true,,,,,,,,,,,,
26700,206.02,,,true,true,,,,,,,,,,,,
26800,207.07,,,true,true,,,,,,,,,,,,
26900,196.15,,,true,true,,,,,,,,,,,,
27000,200.95,177.77,130.36,true,true,22,120.0,1.481,normal,,,,,,,,
27100,194.19,,,true,true,,,,,,,,,,,,
27200,193.95,,,true,true,,,,,,,,,,,,
27300,199.07,,,true,true,,,,,,,,,,,,
27400,193.16,,,true,true,,,,,,,,,,,,
27500,30.85,,,true,true,,,,,,,,,,,,
27600,28.17,,,true,true,,,,,,,,,,,,
27700,37.71,,,true,true,,,,,,,,,,,,
27800,39.54,,,true,true,,,,,,,,,,,,
27900,41.35,,,true,true,,,,,,,,,,,,
28000,29.47,183.86,122.64,true,true,23,120.0,1.532,normal,,,,,,,,
28100,29.29,,,true,true,,,,,,,,,,,,
28200,41.13,,,true,true,,,,,,,,,,,,
28300,42.48,,,true,true,,,,,,,,,,,,
28400,30.51,,,true,true,,,,,,,,,,,,
28500,42.24,,,true,true,,,,,,,,,,,,
28600,33.37,,,true,true,,,,,,,,,,,,
28700,34.8,,,true,true,,,,,,,,,,,,
28800,42.84,,,true,true,,,,,,,,,,,,
28900,40.32,,,true,true,,,,,,,,,,,,
29000,194.58,189.73,115.06,true,true,24,120.0,1.581,normal,1020.35,7078.3,8.13,9,,,,
29100,203.55,,,true,true,,,,,,,,,,,,
29200,192.31,,,true,true,,,,,,,,,,,,
29300,200.86,,,true,true,,,,,,,,,,,,
29400,199.05,,,true,true,,,,,,,,,,,,
29500,192.29,,,true,true,,,,,,,,,,,,
29600,197.3,,,true,true,,,,,,,,,,,,
29700,201.98,,,true,true,,,,,,,,,,,,
29800,200.2,,,true,true,,,,,,,,,,,,
29900,193.03,,,true,true,,,,,,,,,,,,
30000,207.76,198.15,109.89,true,true,25,120.0,1.651,normal,,,,,,,,
30100,193.68,,,true,true,,,,,,,,,,,,
30200,196.25,,,true,true,,,,,,,,,,,,
30300,192.63,,,true,true,,,,,,,,,,,,
30400,204.46,,,true,true,,,,,,,,,,,,
30500,31.33,,,true,true,,,,,,,,,,,,
30600,29.07,,,true,true,,,,,,,,,,,,
30700,33.76,,,true,true,,,,,,,,,,,,
30800,41.58,,,true,true,,,,,,,,,,,,
30900,40.1,,,true,true,,,,,,,,,,,,
31000,31.14,202.6,102.68,true,true,26,120.0,1.688,normal,,,,,,,,
31100,36.13,,,true,true,,,,,,,,,,,,
31200,38.21,,,true,true,,,,,,,,,,,,
31300,28.43,,,true,true,,,,,,,,,,,,
31400,27.92,,,true,true,,,,,,,,,,,,
31500,38.01,,,true,true,,,,,,,,,,,,
31600,33.81,,,true,true,,,,,,,,,,,,
31700,28.16,,,true,true,,,,,,,,,,,,
31800,42.01,,,true,true,,,,,,,,,,,,
31900,37.15,,,true,true,,,,,,,,,,,,
32000,204.83,209.33,101.42,true,true,27,120.0,1.744,normal,1004.0,7345.11,8.18,10,,,,
32100,197.43,,,true,true,,,,,,,,,,,,
32200,200.85,,,true,true,,,,,,,,,,,,
32300,206.83,,,true,true,,,,,,,,,,,,
32400,196.29,,,true,true,,,,,,,,,,,,
32500,194.07,,,true,true,,,,,,,,,,,,
32600,200.43,,,true,true,,,,,,,,,,,,
32700,195.81,,,true,true,,,,,,,,,,,,
32800,193.75,,,true,true,,,,,,,,,,,,
32900,194.58,,,true,true,,,,,,,,,,,,
33000,192.81,213.81,99.25,true,true,28,120.0,1.782,normal,,,,,,,,
33100,196.88,,,true,true,,,,,,,,,,,,
33200,204.15,,,true,true,,,,,,,,,,,,
33300,196.64,,,true,true,,,,,,,,,,,,
33400,200.0,,,true,true,,,,,,,,,,,,
33500,29.85,,,true,true,,,,,,,,,,,,
33600,32.55,,,true,true,,,,,,,,,,,,
33700,27.29,,,true,true,,,,,,,,,,,,
33800,31.01,,,true,true,,,,,,,,,,,,
33900,27.25,,,true,true,,,,,,,,,,,,
34000,38.73,215.2,98.76,true,true,29,120.0,1.793,normal,,,,,,,,
34100,34.6,,,true,true,,,,,,,,,,,,
34200,41.95,,,true,true,,,,,,,,,,,,
34300,28.7,,,true,true,,,,,,,,,,,,
34400,40.1,,,true,true,,,,,,,,,,,,
34500,33.91,,,true,true,,,,,,,,,,,,
34600,34.92,,,true,true,,,,,,,,,,,,
34700,40.35,,,true,true,,,,,,,,,,,,
34800,33.29,,,true,true,,,,,,,,,,,,
34900,35.11,,,true,true,,,,,,,,,,,,
35000,203.0,216.93,99.37,true,true,30,120.0,1.808,normal,1049.94,7282.69,8.25,11,,,,
35100,198.48,,,true,true,,,,,,,,,,,,
35200,197.56,,,true,true,,,,,,,,,,,,
35300,192.87,,,true,true,,,,,,,,,,,,
35400,194.08,,,true,true,,,,,,,,,,,,
35500,193.13,,,true,true,,,,,,,,,,,,
35600,203.85,,,true,true,,,,,,,,,,,,
35700,196.09,,,true,true,,,,,,,,,,,,
35800,194.61,,,true,true,,,,,,,,,,,,
35900,193.35,,,true,true,,,,,,,,,,,,
36000,205.46,216.48,100.68,true,true,31,120.0,1.804,normal,,,,,,,,
36100,196.51,,,true,true,,,,,,,,,,,,
36200,195.88,,,true,true,,,,,,,,,,,,
36300,196.69,,,true,true,,,,,,,,,,,,
36400,199.35,,,true,true,,,,,,,,,,,,
36500,29.52,,,true,true,,,,,,,,,,,,
36600,34.13,,,true,true,,,,,,,,,,,,
36700,31.21,,,true,true,,,,,,,,,,,,
36800,42.39,,,true,true,,,,,,,,,,,,
36900,42.56,,,true,true,,,,,,,,,,,,
37000,35.75,213.98,101.86,true,true,32,120.0,1.783,normal,,,,,,,,
37100,31.95,,,true,true,,,,,,,,,,,,
37200,32.71,,,true,true,,,,,,,,,,,,
37300,27.02,,,true,true,,,,,,,,,,,,
37400,33.11,,,true,true,,,,,,,,,,,,
37500,34.59,,,true,true,,,,,,,,,,,,
37600,35.04,,,true,true,,,,,,,,,,,,
37700,30.22,,,true,true,,,,,,,,,,,,
37800,35.08,,,true,true,,,,,,,,,,,,
37900,27.08,,,true,true,,,,,,,,,,,,
38000,196.23,213.36,99.6,true,true,33,120.0,1.778,normal,1002.5,7009.0,8.12,12,,,,
38100,195.72,,,true,true,,,,,,,,,,,,
38200,201.37,,,true,true,,,,,,,,,,,,
38300,200.47,,,true,true,,,,,,,,,,,,
38400,204.01,,,true,true,,,,,,,,,,,,
38500,202.52,,,true,true,,,,,,,,,,,,
38600,203.46,,,true,true,,,,,,,,,,,,
38700,206.07,,,true,true,,,,,,,,,,,,
38800,198.23,,,true,true,,,,,,,,,,,,
38900,197.22,,,true,true,,,,,,,,,,,,
39000,207.76,213.6,100.9,true,true,34,120.0,1.78,normal,,,,,,,,
39100,202.29,,,true,true,,,,,,,,,,,,
39200,192.7,,,true,true,,,,,,,,,,,,
39300,205.36,,,true,true,,,,,,,,,,,,
39400,206.27,,,true,true,,,,,,,,,,,,
39500,37.04,,,true,true,,,,,,,,,,,,
39600,38.74,,,true,true,,,,,,,,,,,,
39700,40.0,,,true,true,,,,,,,,,,,,
39800,29.23,,,true,true,,,,,,,,,,,,
39900,35.38,,,true,true,,,,,,,,,,,,
40000,35.07,216.34,101.22,true,true,35,120.0,1.803,normal,,,,,,,,
40100,40.22,,,true,true,,,,,,,,,,,,
40200,36.34,,,true,true,,,,,,,,,,,,
40300,41.29,,,true,true,,,,,,,,,,,,
40400,37.93,,,true,true,,,,,,,,,,,,
40500,38.09,,,true,true,,,,,,,,,,,,
40600,30.68,,,true,true,,,,,,,,,,,,
40700,27.5,,,true,true,,,,,,,,,,,,
40800,29.13,,,true,true,,,,,,,,,,,,
40900,32.77,,,true,true,,,,,,,,,,,,
41000,193.68,216.34,100.23,true,true,36,120.0,1.803,normal,1037.67,7250.49,8.27,13,,,,
41100,199.83,,,true,true,,,,,,,,,,,,
41200,192.05,,,true,true,,,,,,,,,,,,
41300,204.76,,,true,true,,,,,,,,,,,,
41400,203.97,,,true,true,,,,,,,,,,,,
41500,200.05,,,true,true,,,,,,,,,,,,
41600,200.56,,,true,true,,,,,,,,,,,,
41700,202.55,,,true,true,,,,,,,,,,,,
41800,193.06,,,true,true,,,,,,,,,,,,
41900,203.79,,,true,true,,,,,,,,,,,,
42000,196.04,213.3,99.06,true,true,37,120.0,1.777,normal,,,,,,,,
42100,203.67,,,true,true,,,,,,,,,,,,
42200,195.28,,,true,true,,,,,,,,,,,,
42300,203.84,,,true,true,,,,,,,,,,,,
42400,207.61,,,true,true,,,,,,,,,,,,
42500,34.9,,,true,true,,,,,,,,,,,,
42600,33.12,,,true,true,,,,,,,,,,,,
42700,34.66,,,true,true,,,,,,,,,,,,
42800,37.94,,,true,true,,,,,,,,,,,,
42900,39.27,,,true,true,,,,,,,,,,,,
43000,36.87,215.57,98.31,true,true,38,120.0,1.796,normal,,,,,,,,
43100,29.36,,,true,true,,,,,,,,,,,,
43200,31.06,,,true,true,,,,,,,,,,,,
43300,38.89,,,true,true,,,,,,,,,,,,
43400,31.87,,,true,true,,,,,,,,,,,,
43500,36.08,,,true,true,,,,,,,,,,,,
43600,27.2,,,true,true,,,,,,,,,,,,
43700,27.97,,,true,true,,,,,,,,,,,,
43800,31.3,,,true,true,,,,,,,,,,,,
43900,37.75,,,true,true,,,,,,,,,,,,
44000,203.07,215.7,99.16,true,true,39,120.0,1.798,normal,1030.99,7185.87,8.19,14,,,,
44100,193.9,,,true,true,,,,,,,,,,,,
44200,206.3,,,true,true,,,,,,,,,,,,
44300,195.19,,,true,true,,,,,,,,,,,,
44400,207.65,,,true,true,,,,,,,,,,,,
44500,206.98,,,true,true,,,,,,,,,,,,
44600,192.28,,,true,true,,,,,,,,,,,,
44700,199.34,,,true,true,,,,,,,,,,,,
44800,205.12,,,true,true,,,,,,,,,,,,
44900,207.49,,,true,true,,,,,,,,,,,,
45000,199.19,214.07,98.84,true,true,40,120.0,1.784,normal,,,,,,,,
45100,207.13,,,true,true,,,,,,,,,,,,
45200,195.37,,,true,true,,,,,,,,,,,,
45300,201.3,,,true,true,,,,,,,,,,,,
45400,194.27,,,true,true,,,,,,,,,,,,
45500,35.39,,,true,true,,,,,,,,,,,,
45600,42.24,,,true,true,,,,,,,,,,,,
45700,29.12,,,true,true,,,,,,,,,,,,
45800,40.12,,,true,true,,,,,,,,,,,,
45900,35.14,,,true,true,,,,,,,,,,,,
46000,41.19,215.81,98.93,true,true,41,120.0,1.798,normal,,,,,,,,
46100,41.36,,,true,true,,,,,,,,,,,,
46200,34.78,,,true,true,,,,,,,,,,,,
46300,27.4,,,true,true,,,,,,,,,,,,
46400,27.06,,,true,true,,,,,,,,,,,,
46500,34.87,,,true,true,,,,,,,,,,,,
46600,34.21,,,true,true,,,,,,,,,,,,
46700,31.83,,,true,true,,,,,,,,,,,,
46800,29.25,,,true,true,,,,,,,,,,,,
46900,32.5,,,true,true,,,,,,,,,,,,
